Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"4506","SUMITOMO PHARMA LTD","Health Care","Equity","106’409’183.50","0.08","106’409’183.50","70’493.00","1’509.50","Japan","Tokyo Stock Exchange","JPY"
"9147","NIPPON EXPRESS HOLDINGS INC","Industrials","Equity","105’907’419.00","0.08","105’907’419.00","21’627.00","4’897.00","Japan","Tokyo Stock Exchange","JPY"
"1605","INPEX CORP","Energy","Equity","104’036’900.00","0.08","104’036’900.00","27’100.00","3’839.00","Japan","Tokyo Stock Exchange","JPY"
"8804","TOKYO TATEMONO LTD","Real Estate","Equity","103’882’800.00","0.08","103’882’800.00","33’200.00","3’129.00","Japan","Tokyo Stock Exchange","JPY"
"6103","OKUMA CORP","Industrials","Equity","103’441’260.00","0.08","103’441’260.00","25’636.00","4’035.00","Japan","Tokyo Stock Exchange","JPY"
"8601","DAIWA SECURITIES GROUP INC","Financials","Equity","100’415’570.00","0.08","100’415’570.00","67’393.00","1’490.00","Japan","Tokyo Stock Exchange","JPY"
"7752","RICOH LTD","Information Technology","Equity","99’502’901.00","0.08","99’502’901.00","68’293.00","1’457.00","Japan","Tokyo Stock Exchange","JPY"
"7012","KAWASAKI HEAVY INDUSTRIES LTD","Industrials","Equity","97’879’595.00","0.08","97’879’595.00","32’945.00","2’971.00","Japan","Tokyo Stock Exchange","JPY"
"2269","MEIJI HOLDINGS LTD","Consumer Staples","Equity","95’052’800.00","0.07","95’052’800.00","25’600.00","3’713.00","Japan","Tokyo Stock Exchange","JPY"
"8354","FUKUOKA FINANCIAL GROUP INC","Financials","Equity","94’649’226.00","0.07","94’649’226.00","14’218.00","6’657.00","Japan","Tokyo Stock Exchange","JPY"
"5201","AGC INC","Industrials","Equity","93’644’910.00","0.07","93’644’910.00","14’418.00","6’495.00","Japan","Tokyo Stock Exchange","JPY"
